	value	expression
2412	2	('/', 10, ('+', 6, ('-', 1, 2)))
2413	2	('/', 10, ('+', 1, ('-', 6, 2)))
2414	2	('/', 10, ('+', ('-', 6, 2), 1))
2415	2	('/', 10, ('+', ('-', 1, 2), 6))
2416	2	('/', 1, ('/', 6, ('+', 2, 10)))
2417	2	('/', 1, ('/', 6, ('+', 10, 2)))
2418	2	('/', 1, ('/', 2, ('-', 10, 6)))
2419	2	('/', ('/', ('-', 10, 6), 2), 1)
2420	2	('/', ('/', ('-', 10, 6), 1), 2)
2421	2	('/', ('/', ('+', 2, 10), 6), 1)
2422	2	('/', ('/', ('+', 2, 10), 1), 6)
2423	2	('/', ('/', ('+', 10, 2), 6), 1)
2424	2	('/', ('/', ('+', 10, 2), 1), 6)
2425	2	('/', ('-', 10, 6), ('/', 2, 1))
2426	2	('/', ('-', 10, 6), ('*', 2, 1))
2427	2	('/', ('-', 10, 6), ('*', 1, 2))
2428	2	('/', ('-', 10, ('/', 6, 1)), 2)
2429	2	('/', ('-', 10, ('+', 6, 2)), 1)
2430	2	('/', ('-', 10, ('+', 2, 6)), 1)
2431	2	('/', ('-', 10, ('*', 6, 1)), 2)
2432	2	('/', ('-', 10, ('*', 1, 6)), 2)
2433	2	('/', ('-', ('/', 10, 1), 6), 2)
2434	2	('/', ('-', ('-', 10, 6), 2), 1)
2435	2	('/', ('-', ('-', 10, 2), 6), 1)
2436	2	('/', ('-', ('*', 6, 2), 10), 1)
2437	2	('/', ('-', ('*', 2, 6), 10), 1)
2438	2	('/', ('-', ('*', 10, 1), 6), 2)
2439	2	('/', ('-', ('*', 1, 10), 6), 2)
2440	2	('/', ('+', 2, 10), ('/', 6, 1))
2441	2	('/', ('+', 2, 10), ('*', 6, 1))
2442	2	('/', ('+', 2, 10), ('*', 1, 6))
2443	2	('/', ('+', 2, ('/', 10, 1)), 6)
2444	2	('/', ('+', 2, ('*', 10, 1)), 6)
2445	2	('/', ('+', 2, ('*', 1, 10)), 6)
2446	2	('/', ('+', 10, 2), ('/', 6, 1))
2447	2	('/', ('+', 10, 2), ('*', 6, 1))
2448	2	('/', ('+', 10, 2), ('*', 1, 6))
2449	2	('/', ('+', 10, ('/', 2, 1)), 6)
2450	2	('/', ('+', 10, ('*', 2, 1)), 6)
2451	2	('/', ('+', 10, ('*', 1, 2)), 6)
2452	2	('/', ('+', ('/', 2, 1), 10), 6)
2453	2	('/', ('+', ('/', 10, 1), 2), 6)
2454	2	('/', ('+', ('*', 2, 1), 10), 6)
2455	2	('/', ('+', ('*', 10, 1), 2), 6)
2456	2	('/', ('+', ('*', 1, 2), 10), 6)
2457	2	('/', ('+', ('*', 1, 10), 2), 6)
2458	2	('/', ('*', 1, ('-', 10, 6)), 2)
2459	2	('/', ('*', 1, ('+', 2, 10)), 6)
2460	2	('/', ('*', 1, ('+', 10, 2)), 6)
2461	2	('/', ('*', ('-', 10, 6), 1), 2)
2462	2	('/', ('*', ('+', 2, 10), 1), 6)
2463	2	('/', ('*', ('+', 10, 2), 1), 6)
2464	2	('-', 6, ('-', ('/', 10, 2), 1))
2465	2	('-', 10, ('/', ('+', 6, 2), 1))
2466	2	('-', 10, ('/', ('+', 2, 6), 1))
2467	2	('-', 10, ('+', 6, ('/', 2, 1)))
2468	2	('-', 10, ('+', 6, ('*', 2, 1)))
2469	2	('-', 10, ('+', 6, ('*', 1, 2)))
2470	2	('-', 10, ('+', 2, ('/', 6, 1)))
2471	2	('-', 10, ('+', 2, ('*', 6, 1)))
2472	2	('-', 10, ('+', 2, ('*', 1, 6)))
2473	2	('-', 10, ('+', ('/', 6, 1), 2))
2474	2	('-', 10, ('+', ('/', 2, 1), 6))
2475	2	('-', 10, ('+', ('*', 6, 1), 2))
2476	2	('-', 10, ('+', ('*', 2, 1), 6))
2477	2	('-', 10, ('+', ('*', 1, 6), 2))
2478	2	('-', 10, ('+', ('*', 1, 2), 6))
2479	2	('-', 10, ('*', 1, ('+', 6, 2)))
2480	2	('-', 10, ('*', 1, ('+', 2, 6)))
2481	2	('-', 10, ('*', ('+', 6, 2), 1))
2482	2	('-', 10, ('*', ('+', 2, 6), 1))
2483	2	('-', 1, ('-', ('/', 10, 2), 6))
2484	2	('-', ('/', 6, ('/', 1, 2)), 10)
2485	2	('-', ('/', 2, ('/', 1, 6)), 10)
2486	2	('-', ('/', 10, 1), ('+', 6, 2))
2487	2	('-', ('/', 10, 1), ('+', 2, 6))
2488	2	('-', ('/', ('-', 10, 6), 1), 2)
2489	2	('-', ('/', ('-', 10, 2), 1), 6)
2490	2	('-', ('/', ('*', 6, 2), 1), 10)
2491	2	('-', ('/', ('*', 2, 6), 1), 10)
2492	2	('-', ('-', 10, 6), ('/', 2, 1))
2493	2	('-', ('-', 10, 6), ('*', 2, 1))
2494	2	('-', ('-', 10, 6), ('*', 1, 2))
2495	2	('-', ('-', 10, 2), ('/', 6, 1))
2496	2	('-', ('-', 10, 2), ('*', 6, 1))
2497	2	('-', ('-', 10, 2), ('*', 1, 6))
2498	2	('-', ('-', 10, ('/', 6, 1)), 2)
2499	2	('-', ('-', 10, ('/', 2, 1)), 6)
2500	2	('-', ('-', 10, ('*', 6, 1)), 2)
2501	2	('-', ('-', 10, ('*', 2, 1)), 6)
2502	2	('-', ('-', 10, ('*', 1, 6)), 2)
2503	2	('-', ('-', 10, ('*', 1, 2)), 6)
2504	2	('-', ('-', ('/', 10, 1), 6), 2)
2505	2	('-', ('-', ('/', 10, 1), 2), 6)
2506	2	('-', ('-', ('*', 10, 1), 6), 2)
2507	2	('-', ('-', ('*', 10, 1), 2), 6)
2508	2	('-', ('-', ('*', 1, 10), 6), 2)
2509	2	('-', ('-', ('*', 1, 10), 2), 6)
2510	2	('-', ('+', 6, 1), ('/', 10, 2))
2511	2	('-', ('+', 1, 6), ('/', 10, 2))
2512	2	('-', ('*', 6, 2), ('/', 10, 1))
2513	2	('-', ('*', 6, 2), ('*', 10, 1))
2514	2	('-', ('*', 6, 2), ('*', 1, 10))
2515	2	('-', ('*', 6, ('/', 2, 1)), 10)
2516	2	('-', ('*', 6, ('*', 2, 1)), 10)
2517	2	('-', ('*', 6, ('*', 1, 2)), 10)
2518	2	('-', ('*', 2, 6), ('/', 10, 1))
2519	2	('-', ('*', 2, 6), ('*', 10, 1))
2520	2	('-', ('*', 2, 6), ('*', 1, 10))
2521	2	('-', ('*', 2, ('/', 6, 1)), 10)
2522	2	('-', ('*', 2, ('*', 6, 1)), 10)
2523	2	('-', ('*', 2, ('*', 1, 6)), 10)
2524	2	('-', ('*', 10, 1), ('+', 6, 2))
2525	2	('-', ('*', 10, 1), ('+', 2, 6))
2526	2	('-', ('*', 1, 10), ('+', 6, 2))
2527	2	('-', ('*', 1, 10), ('+', 2, 6))
2528	2	('-', ('*', 1, ('-', 10, 6)), 2)
2529	2	('-', ('*', 1, ('-', 10, 2)), 6)
2530	2	('-', ('*', 1, ('*', 6, 2)), 10)
2531	2	('-', ('*', 1, ('*', 2, 6)), 10)
2532	2	('-', ('*', ('/', 6, 1), 2), 10)
2533	2	('-', ('*', ('/', 2, 1), 6), 10)
2534	2	('-', ('*', ('-', 10, 6), 1), 2)
2535	2	('-', ('*', ('-', 10, 2), 1), 6)
2536	2	('-', ('*', ('*', 6, 2), 1), 10)
2537	2	('-', ('*', ('*', 6, 1), 2), 10)
2538	2	('-', ('*', ('*', 2, 6), 1), 10)
2539	2	('-', ('*', ('*', 2, 1), 6), 10)
2540	2	('-', ('*', ('*', 1, 6), 2), 10)
2541	2	('-', ('*', ('*', 1, 2), 6), 10)
2542	2	('+', 6, ('-', 1, ('/', 10, 2)))
2543	2	('+', 1, ('-', 6, ('/', 10, 2)))
2544	2	('+', ('-', 6, ('/', 10, 2)), 1)
2545	2	('+', ('-', 1, ('/', 10, 2)), 6)
2546	2	('*', 1, ('/', ('-', 10, 6), 2))
2547	2	('*', 1, ('/', ('+', 2, 10), 6))
2548	2	('*', 1, ('/', ('+', 10, 2), 6))
2549	2	('*', 1, ('-', 10, ('+', 6, 2)))
2550	2	('*', 1, ('-', 10, ('+', 2, 6)))
2551	2	('*', 1, ('-', ('-', 10, 6), 2))
2552	2	('*', 1, ('-', ('-', 10, 2), 6))
2553	2	('*', 1, ('-', ('*', 6, 2), 10))
2554	2	('*', 1, ('-', ('*', 2, 6), 10))
2555	2	('*', ('/', 1, 6), ('+', 2, 10))
2556	2	('*', ('/', 1, 6), ('+', 10, 2))
2557	2	('*', ('/', 1, 2), ('-', 10, 6))
2558	2	('*', ('/', ('-', 10, 6), 2), 1)
2559	2	('*', ('/', ('+', 2, 10), 6), 1)
2560	2	('*', ('/', ('+', 10, 2), 6), 1)
2561	2	('*', ('-', 10, 6), ('/', 1, 2))
2562	2	('*', ('-', 10, ('+', 6, 2)), 1)
2563	2	('*', ('-', 10, ('+', 2, 6)), 1)
2564	2	('*', ('-', ('-', 10, 6), 2), 1)
2565	2	('*', ('-', ('-', 10, 2), 6), 1)
2566	2	('*', ('-', ('*', 6, 2), 10), 1)
2567	2	('*', ('-', ('*', 2, 6), 10), 1)
2568	2	('*', ('+', 2, 10), ('/', 1, 6))
2569	2	('*', ('+', 10, 2), ('/', 1, 6))
2570	1	('/', 6, ('+', 1, ('/', 10, 2)))
2571	1	('/', 6, ('+', ('/', 10, 2), 1))
2572	1	('/', 2, ('/', 10, ('-', 6, 1)))
2573	1	('/', 10, ('*', 2, ('-', 6, 1)))
2574	1	('/', 10, ('*', ('-', 6, 1), 2))
2575	1	('/', 1, ('-', 6, ('/', 10, 2)))
2576	1	('/', ('/', 10, 2), ('-', 6, 1))
2577	1	('/', ('/', 10, ('-', 6, 1)), 2)
2578	1	('/', ('-', 6, 1), ('/', 10, 2))
2579	1	('/', ('-', 6, ('/', 10, 2)), 1)
2580	1	('/', ('+', 1, ('/', 10, 2)), 6)
2581	1	('/', ('+', ('/', 10, 2), 1), 6)
2582	1	('/', ('*', 2, ('-', 6, 1)), 10)
2583	1	('/', ('*', ('-', 6, 1), 2), 10)
2584	1	('-', 6, ('/', 10, ('/', 2, 1)))
2585	1	('-', 6, ('/', 10, ('*', 2, 1)))
2586	1	('-', 6, ('/', 10, ('*', 1, 2)))
2587	1	('-', 6, ('/', 1, ('/', 2, 10)))
2588	1	('-', 6, ('/', ('/', 10, 2), 1))
2589	1	('-', 6, ('/', ('/', 10, 1), 2))
2590	1	('-', 6, ('/', ('*', 10, 1), 2))
2591	1	('-', 6, ('/', ('*', 1, 10), 2))
2592	1	('-', 6, ('*', 10, ('/', 1, 2)))
2593	1	('-', 6, ('*', 1, ('/', 10, 2)))
2594	1	('-', 6, ('*', ('/', 10, 2), 1))
2595	1	('-', 6, ('*', ('/', 1, 2), 10))
2596	1	('-', 10, ('+', 6, ('+', 2, 1)))
2597	1	('-', 10, ('+', 6, ('+', 1, 2)))
2598	1	('-', 10, ('+', 2, ('+', 6, 1)))
2599	1	('-', 10, ('+', 2, ('+', 1, 6)))
2600	1	('-', 10, ('+', 1, ('+', 6, 2)))
2601	1	('-', 10, ('+', 1, ('+', 2, 6)))
2602	1	('-', 10, ('+', ('+', 6, 2), 1))
2603	1	('-', 10, ('+', ('+', 6, 1), 2))
2604	1	('-', 10, ('+', ('+', 2, 6), 1))
2605	1	('-', 10, ('+', ('+', 2, 1), 6))
2606	1	('-', 10, ('+', ('+', 1, 6), 2))
2607	1	('-', 10, ('+', ('+', 1, 2), 6))
2608	1	('-', ('/', 6, 1), ('/', 10, 2))
2609	1	('-', ('/', ('-', 10, 6), 2), 1)
2610	1	('-', ('/', ('+', 2, 10), 6), 1)
2611	1	('-', ('/', ('+', 10, 2), 6), 1)
2612	1	('-', ('-', 10, 6), ('+', 2, 1))
2613	1	('-', ('-', 10, 6), ('+', 1, 2))
2614	1	('-', ('-', 10, 2), ('+', 6, 1))
2615	1	('-', ('-', 10, 2), ('+', 1, 6))
2616	1	('-', ('-', 10, 1), ('+', 6, 2))
2617	1	('-', ('-', 10, 1), ('+', 2, 6))
2618	1	('-', ('-', 10, ('+', 6, 2)), 1)
2619	1	('-', ('-', 10, ('+', 6, 1)), 2)
2620	1	('-', ('-', 10, ('+', 2, 6)), 1)
2621	1	('-', ('-', 10, ('+', 2, 1)), 6)
2622	1	('-', ('-', 10, ('+', 1, 6)), 2)
2623	1	('-', ('-', 10, ('+', 1, 2)), 6)
2624	1	('-', ('-', ('-', 10, 6), 2), 1)
2625	1	('-', ('-', ('-', 10, 6), 1), 2)
2626	1	('-', ('-', ('-', 10, 2), 6), 1)
2627	1	('-', ('-', ('-', 10, 2), 1), 6)
2628	1	('-', ('-', ('-', 10, 1), 6), 2)
2629	1	('-', ('-', ('-', 10, 1), 2), 6)
2630	1	('-', ('-', ('*', 6, 2), 10), 1)
2631	1	('-', ('-', ('*', 6, 2), 1), 10)
2632	1	('-', ('-', ('*', 2, 6), 10), 1)
2633	1	('-', ('-', ('*', 2, 6), 1), 10)
2634	1	('-', ('*', 6, 2), ('+', 10, 1))
2635	1	('-', ('*', 6, 2), ('+', 1, 10))
2636	1	('-', ('*', 6, 1), ('/', 10, 2))
2637	1	('-', ('*', 2, 6), ('+', 10, 1))
2638	1	('-', ('*', 2, 6), ('+', 1, 10))
2639	1	('-', ('*', 1, 6), ('/', 10, 2))
2640	1	('*', 2, ('/', ('-', 6, 1), 10))
2641	1	('*', 1, ('-', 6, ('/', 10, 2)))
2642	1	('*', ('/', 2, 10), ('-', 6, 1))
2643	1	('*', ('/', ('-', 6, 1), 10), 2)
2644	1	('*', ('-', 6, 1), ('/', 2, 10))
2645	1	('*', ('-', 6, ('/', 10, 2)), 1)
